IDT,IDNA,IDNB,NEFNNA,NEFNNB,NEFNA,NEFNB,NEFPA,NEFPB,NEFPPA,NEFPPB,NEFNENA,NEFNENB,NEFNCA,NEFNCB,NEFPCA,NEFPCB,NEFEA,NEFEB,NEFECA,NEFECB,NITDA,NITDB,NITFA,NITFB,NITAA,NITAB,NITMA,NITMB,NITCDFA,NITCDFB,NITCFAA,NITCFAB,NITEA,NITEB,NITAIA,NITAIB,NITCFAIA,NITCFAIB,NITEIA,NITEIB,NPDRA,NPDRB,NPDDA,NPDDB,NAMBA,NAMBB,NAFA,NAFB,NIPPA,NIPPB,NIPDA,NIPDB,NIDGA,NIDGB,NIDPA,NIDPB,NIDDA,NIDDB
10,240503_02_BC110_LL.XLSX,240503_02_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
1,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,False,False,True,False,False,True,False,True,,0.0,True,False,True,True,1,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False
3,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,True,True,False,True,False,False,False,False,True,True,1,2,1,1,False,True,False,False,False,False,True,False,False,True,False,False,,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,False
4,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,True,False,False,True,False,False,True,False,True,,0.0,True,False,True,True,1,0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
5,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,True,False
6,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-2,1,-1,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True
7,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,True,False,True,True,False,True,False,False,True,False,True,True,-1,2,-1,1,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
8,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,True,False,False,True,False,False,True,False,True,,0.0,True,False,True,True,1,0,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,False,False
9,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,True,False,False,False,False,True,False,False,False,False,True,False,False,True,-2,1,-1,1,False,True,False,False,False,False,True,False,False,True,False,False,,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True
10,240503_03_BC104_SC.XLSX,240503_03_BC104_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
3,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
5,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
7,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False
8,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
9,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
10,240506_01_AA301_LM.XLSX,240506_01_AA301_PVM.XLSX,False,False,True,False,False,True,False,False,False,False,True,False,False,True,-1,1,-1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
1,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,True,True,False,False,False,False,False,False,True,True,False,False,-1,-1,-1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
2,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
3,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
4,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
5,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False
6,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,True,False,False,False,False,False,False,True,True,False,False,False,-1,0,-1,0,True,False,False,True,False,False,False,False,True,True,False,True,-1.0,0.0,False,False,False,True,-1,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
7,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
8,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,True,False,False,True,False,False,True,False,True,True,0.0,1.0,False,True,True,True,0,1,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
9,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
10,240506_02_AA306_LL.XLSX,240506_02_AA306_LM.XLSX,False,False,False,False,False,False,True,True,False,False,False,False,True,True,2,2,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False
1,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,1,0,1,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
4,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,True,True,False,False,False,False,True,True,2,2,1,1,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
5,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False
6,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,False,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,True,True
7,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0,2,0,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False
9,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
10,240506_03_AA305_LL.XLSX,240506_03_AA305_PVM.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,True,False,False,False,True,True,True,1,-1,1,-1,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False
2,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
3,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
4,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
6,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,False,True,True,False,False,False,False,True,True,True,True,0.0,0.0,False,False,True,True,0,0,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
7,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,True,False,False,False,False,True,True,False,2,-1,1,-1,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,True,False,False,False,False,False,True,True,True,1,-1,1,-1,False,True,True,False,True,False,True,False,True,True,True,False,,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
9,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,True,False,False,False,False,False,True,True,True,1,-1,1,-1,True,True,False,False,False,False,False,False,True,True,False,False,-1.0,-1.0,False,False,False,False,-1,-1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10,240507_01_AB404_AB.XLSX,240507_01_AB404_KL.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,True,True,False,False,False,False,False,True,True,True,False,0.0,-1.0,False,False,True,False,0,-1,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False
3,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
4,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
7,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,False,False,True,True,False,False,False,False,0,0,0,0,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
8,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,False,True,False,False,True,False,False,True,False,2,0,1,0,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False
9,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,False,True,True,False,False,False,False,False,True,True,2,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
10,240510_04_BC110_AB.XLSX,240510_04_BC110_SZ.XLSX,False,False,False,False,True,True,False,False,False,False,False,False,True,True,1,1,1,1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,True,False,False,False,False,True,False,False,True,False,False,0,-1,0,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
2,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
3,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,True,True,False,False,False,False,False,False,True,True,False,1,-1,1,-1,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
4,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,True,True,False,True,False,False,False,False,True,True,False,2,-1,1,-1,False,False,False,True,True,False,False,False,False,True,True,True,1.0,0.0,True,False,True,True,1,0,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
5,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,True,False,False,True,False,False,False,False,True,True,False,2,-1,1,-1,False,False,False,False,True,True,False,False,False,False,True,True,1.0,1.0,True,True,True,True,1,1,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
6,240510_05_BC103_AB.XLSX,240510_05_BC103_SC.XLSX,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1,0,1,0,False,True,False,False,True,False,False,False,False,True,True,False,1.0,-1.0,True,False,True,False,1,-1,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False
