Sujeto,Onset,Offset
Niñx,420032,420117
Adultx,420117,420893
Niñx,420893,420927
Niñx,421180,422496
Adultx,421230,421973
Niñx,422715,426360
Adultx,424875,425010
Niñx,426782,432891
Niñx,433465,436401
Niñx,437920,438409
Niñx,439557,443792
Niñx,444754,444822
Adultx,444822,444872
Niñx,444872,445480
Niñx,445547,446965
Adultx,446425,446442
Adultx,446965,447032
Niñx,447032,447167
Adultx,447167,448467
Niñx,448467,448568
Niñx,448754,451015
Niñx,451403,456060
Niñx,456297,456347
Niñx,457562,458609
Niñx,459520,460448
Niñx,460971,461039
Niñx,461933,464211
Niñx,464279,464734
Niñx,465308,466000
Niñx,466067,468717
Niñx,468970,469240
Niñx,469290,475214
Adultx,469662,470809
Adultx,472834,472885
Niñx,476175,478200
Adultx,479314,479500
Niñx,479669,484562
Niñx,485254,486385
Adultx,487077,487212
Adultx,487819,487870
Niñx,488595,491262
Adultx,489152,489237
Niñx,491616,495801
Adultx,492814,493574
Niñx,498602,500340
Niñx,500813,500880
Adultx,500880,501944
Niñx,501032,503817
