"ID","tb_score","tb_errors","tb_meanrt_correct","tb_meanrt_incorrect","ne_score","ne_errors","ne_meanrt_correct","ne_meanrt_incorrect","mt_score","mt_errors","mt_meanrt_correct","mt_meanrt_incorrect","bcd_score","bcd_lgst_streak","bcd_meanrt_correct","bcd_meanrt_incorrect","bci_score","bci_lgst_streak","bci_meanrt_correct","bci_meanrt_incorrect","sm_score","sm_lgst_streak","sm_meanrt_correct","sm_meanrt_incorrect","cs_score","cs_meanrt_correct","cs_meanrt_incorrect","jm_tot_test_trials","jm_score","jm_errors","jm_complete","jm_meanrt_correct","jm_meanrt_incorrect","jm_tot_ax_trial","jm_ax_score","jm_ax_errors","jm_tot_else_trial","jm_else_score","jm_else_errors","jm_ax_meanrt_correct","jm_ax_meanrt_incorrect","jm_else_meanrt_correct","jm_else_meanrt_incorrect","jm_drt_ax"
"AA411",22,2,1164.13333333333,NA,9,9,3027.33333333333,2404.55555555556,13,11,2661.92307692308,3196.72727272727,3,2,4925,2551,1,1,4020,2713.33333333333,8,6,3952.25,2900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB101",20,4,586.133333333333,865.5,17,1,3227.05882352941,1669,18,6,3304.38888888889,2416,2,1,4390,1331.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB102",24,0,931.823529411765,NA,15,3,4029.26666666667,3822,18,6,2244.55555555556,2178,2,1,3032,1337,NA,NA,NA,NA,9,6,3968.33333333333,12622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB103",21,3,1025,1149,16,2,4677.875,8594.5,17,7,3879.17647058824,3462,3,2,9714.33333333333,3887,0,0,NA,2113,7,4,3326.14285714286,2946.33333333333,12,5075.75,4844,11,6,5,FALSE,996.833333333333,648,8,4,4,3,2,1,1053.75,648,883,NA,170.75
"AB105 ",21,3,1241.93333333333,903,16,2,6677.375,7152.5,21,3,4581.28571428571,6052,5,4,11968.8,4246.33333333333,2,1,12160.5,5652,4,2,7294,6819,12,7928.66666666667,13031,60,52,8,TRUE,1716.25,1679.71428571429,42,41,1,18,11,7,1683.36585365854,NA,1838.81818181818,1679.71428571429,-155.452328159645
"AB107",24,0,1033.17647058824,NA,15,3,4450.46666666667,4242.33333333333,15,9,2807.73333333333,2971.44444444444,3,2,7073.66666666667,3131,4,4,6628,4275.66666666667,6,3,2959.33333333333,5834,13,6177.38461538462,4542,60,55,5,TRUE,1072.96363636364,1079,42,39,3,18,16,2,1063.79487179487,1416,1095.3125,910.5,-31.5176282051282
"AB108",23,1,676.176470588235,407,16,2,2430.1875,9794.5,16,8,2162.25,3654.5,2,1,3058,3062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB201",24,0,812.235294117647,NA,18,0,8036.72222222222,NA,15,9,3207.06666666667,5147.55555555556,3,3,4095.33333333333,2885,3,2,3171.33333333333,2526.33333333333,17,12,10189.4705882353,15758,13,7126.84615384615,7240.5,60,56,4,TRUE,1083.5,NA,42,40,2,18,16,2,1046.875,NA,1175.0625,NA,-128.1875
"AB203",18,6,943.529411764706,837.666666666667,11,7,4026.18181818182,3399.28571428571,18,6,2290.83333333333,2813.83333333333,1,1,3414,5516.66666666667,3,3,3908.66666666667,4161.66666666667,9,7,5015.11111111111,7551,10,5363.6,8413,60,51,9,TRUE,732.921568627451,546.333333333333,42,39,3,18,12,6,747.333333333333,NA,686.083333333333,546.333333333333,61.25
"AB204",24,0,1025.70588235294,NA,14,4,4220.57142857143,6221.5,21,3,3868.85714285714,6231,5,2,10168,8034.66666666667,4,2,11368.75,8018,6,5,3573,2735.66666666667,14,7924.92857142857,13830,60,58,2,TRUE,1171.51724137931,964,42,41,1,18,17,1,1166.39024390244,NA,1183.88235294118,964,-17.4921090387375
"AB205",22,2,1274.125,694,15,3,8532.73333333333,12669.5,13,11,7112.69230769231,9205.63636363636,3,3,12784.6666666667,9750,1,1,2426,1515.33333333333,4,2,3373,2650.33333333333,12,5253.25,4940.66666666667,60,58,2,TRUE,740.327586206897,1165,42,41,1,18,17,1,728.463414634146,NA,768.941176470588,1165,-40.4777618364419
"AB206",22,2,1230.75,1586,17,1,3005.41176470588,6226,19,5,4357,6828,4,3,7009.75,3690.33333333333,0,0,NA,2852,6,4,4052.66666666667,4290.66666666667,11,5136,5868,60,59,1,TRUE,877.830508474576,NA,42,42,0,18,17,1,927.5,NA,755.117647058824,NA,172.382352941176
"AB301",24,0,1085.58823529412,NA,16,2,3967.375,13568,13,11,2219.15384615385,2459.54545454545,2,2,4477.5,2789,1,1,4849,3417.66666666667,6,5,4351.33333333333,3453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB302",21,3,1173.66666666667,987,13,5,8526.07692307692,10866.3333333333,22,2,4827.18181818182,6079,5,5,13787.2,11142.6666666667,4,4,6692,6216,9,6,8070.11111111111,24549.6666666667,13,9642.38461538462,8012,30,27,3,FALSE,708.222222222222,586.666666666667,21,20,1,9,7,2,724.1,713,662.857142857143,523.5,61.2428571428571
"AB303",24,0,658.764705882353,NA,17,1,2939.05882352941,2091,16,8,2039.3125,2702.625,4,3,3294,2428.33333333333,4,3,3426.25,4184,6,5,2905.66666666667,3330,10,6063.8,9818.8,60,60,0,TRUE,1211.9,NA,42,42,0,18,18,0,1216.28571428571,NA,1201.66666666667,NA,14.6190476190475
"AB304",24,0,856.176470588235,NA,12,6,2296.41666666667,3714.5,12,12,1876.66666666667,2613.16666666667,2,2,4557.5,4234.33333333333,1,1,7982,2192,6,5,3033.33333333333,4942.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB305",21,3,1164,1846.5,15,3,3505.93333333333,3580.66666666667,7,17,5617.71428571429,6132.94117647059,1,1,11922,1460.5,1,1,2708,954,7,4,4885.71428571429,4627.5,8,8923.375,9535.85714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB306",21,3,835.3125,575.5,9,9,1957,3094.33333333333,20,4,2495.05,2871,2,2,4255.5,1954.33333333333,1,1,3649,2382.66666666667,6,4,3513.66666666667,7199,10,3995.6,2775.4,60,52,8,TRUE,881.442307692308,959.8,42,38,4,18,14,4,894.289473684211,863.666666666667,846.571428571429,1104,47.718045112782
"AB307",23,1,862.529411764706,537,18,0,5695.22222222222,NA,14,10,3157.35714285714,4331.8,3,2,10925.3333333333,9639.5,2,1,8623.5,10742,5,4,4742.8,4808,11,9241.27272727273,22049.5,60,44,16,TRUE,905.636363636364,719.25,42,36,6,18,8,10,837.555555555556,870.5,1212,643.625,-374.444444444444
"AB308",23,1,972.823529411765,748,12,6,1641.08333333333,2161,14,10,1809.57142857143,1915.8,3,3,3181.33333333333,2232.33333333333,1,1,3861,3923,6,5,3730,3169.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB310",22,2,1036.25,240,17,1,3279.94117647059,3728,5,19,3534,3032.05263157895,3,3,5425,2193,1,1,4445,3963.33333333333,3,1,2329.33333333333,3937.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB311",23,1,1056.625,NA,16,2,2769.5,4346.5,17,7,2647.52941176471,2871.57142857143,4,3,3898.5,1678.33333333333,2,2,4221.5,3036.33333333333,6,6,2845,4577.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB312",24,0,997.588235294118,NA,16,2,4157.1875,4544,16,8,3276.4375,4896.75,NA,NA,NA,NA,3,2,5024,5476.66666666667,8,6,6603.5,12204.3333333333,12,5942.33333333333,11347.3333333333,30,29,1,FALSE,1681.41379310345,NA,21,21,0,9,8,1,1745.42857142857,NA,1513.375,NA,232.053571428571
"AB313",24,0,1026.88235294118,NA,14,4,2768,3130.5,8,16,2277,1850.9375,4,3,6005.25,1826.66666666667,2,2,3718,2032,3,3,2254.33333333333,3835.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB314",21,3,934.9375,371.5,14,4,4470.85714285714,4346.75,13,11,3350.92307692308,2267.09090909091,1,1,3553,2959.33333333333,2,2,3028.5,1302,2,2,820,196.333333333333,14,5365,3749,60,51,9,TRUE,976.705882352941,1064.16666666667,42,40,2,18,11,7,941.4,NA,1105.09090909091,1064.16666666667,-163.690909090909
"AB315",23,1,1132,1396,1,17,2014,2342,11,13,2868.90909090909,1672.23076923077,1,1,4404,2079.33333333333,2,2,8736.5,2063,3,2,1438.66666666667,1898.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB401",16,8,763.214285714286,1126.4,12,6,12416.0833333333,11231,13,11,3629.69230769231,3651.18181818182,1,1,4555,1458.66666666667,1,1,5738,1165.33333333333,6,3,2196.66666666667,2153.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB402",24,0,1294.35294117647,NA,6,12,4043.33333333333,2890.63636363636,12,12,2821.25,3381.91666666667,3,2,2414.66666666667,2104.33333333333,2,1,9697.5,3628.33333333333,2,1,1060,1212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB403",23,1,679.352941176471,803,14,4,5430.78571428571,7070.66666666667,18,6,4977.88888888889,5257.66666666667,0,0,NA,15732,1,1,17876,20818,5,2,5344.6,4129.5,12,14783.5,14942.6666666667,60,35,25,TRUE,716.342857142857,394.652173913043,42,27,15,18,8,10,734.925925925926,239.384615384615,653.625,596.5,81.300925925926
"AB405",23,1,971.705882352941,638,13,5,6005.61538461538,5526.25,14,10,4917.28571428571,5235.2,2,1,8526,9663,3,2,16326,9547.66666666667,4,2,4064.5,4783.8,12,9450.41666666667,12452.3333333333,39,30,9,FALSE,1342.83333333333,1983.5,28,23,5,11,7,4,1274.86956521739,1800,1566.14285714286,2167,-291.273291925466
"AB407",23,1,812,NA,13,5,4434.38461538462,4500.25,16,8,3515.5625,3667.5,3,2,7493,4878.33333333333,1,1,1884,2284.66666666667,5,3,8389,11598,12,7137.25,18078.6666666667,60,51,9,TRUE,573.901960784314,652.166666666667,42,42,0,18,9,9,566.690476190476,NA,607.555555555556,652.166666666667,-40.8650793650794
"AB408",24,0,1304.17647058824,NA,15,3,5497.4,9665,13,11,4009.46153846154,4452.81818181818,1,1,5978,3079,2,2,7365.5,9490.66666666667,4,4,5687,7643.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB409",21,3,980.066666666667,487,11,7,4499.90909090909,3954.71428571429,17,7,1978.29411764706,1784.71428571429,2,2,4651,1705.66666666667,2,2,5814.5,2093.33333333333,2,1,3392.5,905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AB410",24,0,1149.23529411765,NA,15,3,3920.4,6584.66666666667,13,11,2980.15384615385,4268.63636363636,2,2,4898,2511.33333333333,2,1,6414,5627,3,2,3809.66666666667,4243.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA102",22,2,935.0625,709,16,2,4248.3125,4343,13,11,3789.92307692308,4105.90909090909,3,3,7591.33333333333,3370,1,1,6550,2408.66666666667,6,6,3349.66666666667,6404,12,7875.16666666667,10182,60,57,3,TRUE,1032.80701754386,NA,42,40,2,18,17,1,980.275,NA,1156.41176470588,NA,-176.136764705882
"BA103",24,0,855.823529411765,NA,14,4,7092.57142857143,7130,16,8,4401.0625,3415.25,2,2,6423,3731.66666666667,1,1,4984,3244.66666666667,4,3,4060.25,4043.75,11,7460.18181818182,11428.25,60,54,6,TRUE,914.888888888889,563,42,37,5,18,17,1,861.513513513514,NA,1031.05882352941,563,-169.545310015898
"BA104",18,6,1301.28571428571,337,15,3,5307.46666666667,2948,17,7,4842.82352941176,6096.42857142857,1,1,9532,10618,4,2,15772.75,13078.6666666667,3,2,10610.3333333333,16867.6666666667,10,8163.9,6392,16,12,4,FALSE,1450.5,2066,12,9,3,4,3,1,1674.55555555556,NA,778.333333333333,2066,896.222222222222
"BA105",18,6,1188.78571428571,1024.33333333333,15,3,6687.6,18103,16,8,6174.375,7259.125,2,2,8365,7088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA201",24,0,940.176470588235,NA,12,6,6691.83333333333,7776.5,16,8,3672.5,3898.75,4,3,7723.5,7113.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA202",23,1,537.764705882353,414,9,9,19285.3333333333,6858,16,8,2834.9375,4968.71428571429,3,2,7961.66666666667,6195.33333333333,2,2,3998,2676.66666666667,7,5,4292.14285714286,26204,13,3842.61538461538,10356,60,42,18,TRUE,467.904761904762,336.866666666667,42,35,7,18,7,11,476.085714285714,316.833333333333,427,350.222222222222,49.0857142857143
"BA203",21,3,437.3125,462.5,16,2,2381.1875,1891,22,2,1613.63636363636,2761.5,3,2,2968,1913.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA302",24,0,954.588235294118,NA,16,2,4025,8126,17,7,5627.41176470588,4449.42857142857,2,1,10392.5,1639.33333333333,2,1,2644.5,1192.33333333333,4,2,2435.5,1267.75,11,6840.81818181818,8905.5,60,43,17,TRUE,930.837209302326,1096.6,42,38,4,18,5,13,926.447368421053,717,964.2,1138.77777777778,-37.7526315789474
"BA303",23,1,841,NA,13,5,3369.38461538462,5270.66666666667,18,6,2743,2854.66666666667,1,1,11468,5977,4,2,6820,4279,5,5,3500,2065,11,6023.18181818182,7030,60,52,8,TRUE,1415.82692307692,1356.4,42,39,3,18,13,5,1312.07692307692,NA,1727.07692307692,1356.4,-415
"BA304",24,0,737.470588235294,NA,16,2,2967.3125,6141.5,18,6,2498.61111111111,4040,2,2,4208,2427,4,2,6645.25,5834.66666666667,6,6,2959.66666666667,9670.33333333333,12,5084.16666666667,10456.6666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA305",23,1,1341.25,NA,13,5,4397.15384615385,5802.4,12,12,2540,2922.08333333333,2,2,14068,3708.66666666667,2,1,10836.5,2258.66666666667,3,2,2983.66666666667,2025,9,4208.22222222222,7803.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA306",22,2,865.176470588235,145.5,3,15,2641.33333333333,2412.33333333333,12,12,2368.91666666667,2260.33333333333,2,1,5464,3121.66666666667,2,1,2999.5,2731.66666666667,3,2,3025.33333333333,8330.66666666667,12,8616.83333333333,11056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA307",20,4,1004.93333333333,1216,17,1,3204.29411764706,2992,20,4,3082.7,4319.75,3,3,8052.33333333333,3837.66666666667,3,3,5693,7088.66666666667,5,3,3663.4,4516.33333333333,10,8481.5,8777.4,60,54,6,TRUE,1070.09259259259,1009.4,42,40,2,18,14,4,973,1081,1347.5,991.5,-374.5
"BA308",24,0,1207.41176470588,NA,16,2,2797.0625,2368.5,10,14,2917.3,2963.5,2,1,4856,3626.66666666667,2,2,5024.5,5094.33333333333,5,5,2609,4538.66666666667,7,5216,6420.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA309",20,4,952.133333333333,826.5,15,3,3793.66666666667,1529,18,6,2766.38888888889,2408.83333333333,3,2,6759.33333333333,3724.66666666667,2,2,5059.5,3182.66666666667,5,3,3458.6,4801,11,3555.54545454545,8278,31,29,2,FALSE,1396.8275862069,NA,21,20,1,10,9,1,1236.1,NA,1754,NA,-517.9
"BA310",23,1,907.1875,NA,11,7,8048.90909090909,4845.33333333333,13,11,3358.07692307692,3454.54545454545,2,1,2987.5,634.666666666667,1,1,5705,6534.33333333333,5,5,2287.8,3332,9,7021.33333333333,14852.3333333333,21,20,1,FALSE,1298.65,NA,15,14,1,6,6,0,1209.92857142857,NA,1505.66666666667,NA,-295.738095238095
"BA311",24,0,1349,NA,16,2,3229.9375,11734.5,15,9,2546.93333333333,2550,3,1,6628.33333333333,1922,3,3,4948.33333333333,3143.66666666667,3,2,3449.33333333333,5446,14,5226.21428571429,3764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA312",23,1,1200.47058823529,510,15,3,7454.86666666667,13291,21,3,4831.85714285714,4208.66666666667,2,1,7836.5,7640.66666666667,0,0,NA,6078,4,2,9090.75,9772.75,12,13062.5833333333,26412,60,53,7,TRUE,744.150943396226,988.666666666667,42,41,1,18,12,6,703.658536585366,NA,882.5,988.666666666667,-178.841463414634
"BA316",23,1,1033,837,11,7,2214.45454545455,2444.14285714286,16,8,2802.5,3133.875,1,1,4571,3369.66666666667,3,2,4396.33333333333,3704,3,2,2835.33333333333,5799.5,6,5703.66666666667,3560.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BA317",17,7,616.647058823529,765.714285714286,15,3,2099.86666666667,2301.33333333333,6,18,1653.33333333333,2459.5,1,1,1985,2057.33333333333,1,1,2111,1388,6,6,3278,5660.66666666667,5,4693.2,2323.3,60,36,24,TRUE,705.75,789.5,42,27,15,18,9,9,682.185185185185,700,776.444444444444,834.25,-94.2592592592592
"BA318",22,2,992.466666666667,NA,11,7,11122.0909090909,9981,18,6,5302.77777777778,3502.66666666667,3,2,6215.66666666667,7621,2,2,9393.5,4819.66666666667,2,1,4682.5,1304.16666666667,11,7834.54545454545,9159.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB01",24,0,765.705882352941,NA,15,3,6801.4,NA,18,6,4223.16666666667,5609.66666666667,2,2,7174.5,3347.33333333333,1,1,2662,3017.66666666667,8,8,4479,7845.66666666667,12,4824.66666666667,8610,60,1,59,TRUE,1298,NA,42,1,41,18,0,18,1298,NA,NA,NA,NA
"BB02",22,2,731.25,725,14,4,2355.92857142857,2375.75,14,10,2724.42857142857,2234.1,2,2,7118,2629.33333333333,4,4,5507.25,7545.66666666667,7,4,8007.57142857143,8250,13,11729.0769230769,10697.5,60,60,0,TRUE,810.883333333333,NA,42,42,0,18,18,0,810.238095238095,NA,812.388888888889,NA,-2.15079365079373
"BB03",22,2,985.5625,1624,8,10,7232,4654.4,17,7,4161.11764705882,5007,1,1,4045,1774.33333333333,2,2,7471.5,1631.66666666667,3,2,2658,1925.66666666667,15,4771.6,NA,60,53,7,TRUE,658.471698113208,657.857142857143,42,41,1,18,12,6,638.80487804878,385,725.666666666667,703.333333333333,-86.8617886178862
"BB04",21,3,891,1258.33333333333,10,8,4273.9,4811.625,17,7,2501.41176470588,2911.42857142857,2,1,8302,3419.33333333333,2,2,5409,4249.66666666667,6,4,3433.16666666667,2995,9,4129.44444444444,5992.33333333333,60,50,10,TRUE,790.52,644.285714285714,42,39,3,18,11,7,786.487179487179,911,804.818181818182,599.833333333333,-18.3310023310024
"BB05",24,0,1010,NA,12,6,12264.5,12476,19,5,8761.1052631579,13487,2,1,7917.5,4094.33333333333,4,3,9262.75,8971,7,3,6736,6361.6,10,5160,9100.6,1,0,1,FALSE,NA,NA,NA,NA,NA,1,0,1,NA,NA,NA,NA,NA
"BB06",21,3,1084.125,670.5,14,4,8016.92857142857,9812.25,19,5,6953.73684210526,5786.6,3,3,7203,23436.3333333333,4,3,7724.25,12037,6,3,7207.5,7042.33333333333,10,4945.9,8103.8,60,55,5,TRUE,804.290909090909,1383,42,40,2,18,15,3,667.775,1383,1168.33333333333,NA,-500.558333333333
"BB08",18,6,887.071428571429,1110.66666666667,18,0,4588.33333333333,NA,19,5,4071.68421052632,5493.6,2,2,5808.5,4788.66666666667,2,2,10335.5,5045.5,4,4,3640.25,7447.66666666667,7,8946.71428571429,11582.25,60,51,9,TRUE,1107.8431372549,1440,42,38,4,18,13,5,1091.07894736842,1693,1156.84615384615,1313.5,-65.7672064777328
"BB09",21,3,758.9375,571.5,15,3,3283.93333333333,4448.66666666667,23,1,3086.04347826087,2581,2,2,10292.5,4461.33333333333,3,2,7581.66666666667,4609,7,5,5757.14285714286,10234.6666666667,11,4249.18181818182,11068.5,60,56,4,TRUE,996.232142857143,2006,42,40,2,18,16,2,976.225,2006,1046.25,NA,-70.025
"BB11",24,0,950.352941176471,NA,16,2,4943.4375,3976.5,18,6,2776.88888888889,2975.33333333333,2,1,4889.5,4746.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB13",24,0,726,NA,15,3,2069,3120,19,5,1907.73684210526,1568,5,5,4681.6,2829.33333333333,1,1,4268,1398,8,7,3446.25,3001,10,5174.7,6659.2,60,54,6,TRUE,1483.68518518519,2260,42,40,2,18,14,4,1430.95,2182,1634.35714285714,2279.5,-203.407142857143
"BB16",20,4,1136.25,813,12,6,6863.25,6092.5,18,6,4460.55555555556,3121.83333333333,3,2,3517.33333333333,2628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB201",18,6,922.384615384615,744,10,8,2120.2,2511.125,16,8,3111.0625,2563,2,1,4547.5,1698,1,1,2134,2614.33333333333,3,3,1101.66666666667,7062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB202",22,2,1245.0625,1149,9,9,3090.55555555556,4480.44444444444,15,9,3664.06666666667,3357.66666666667,1,1,16300,2915.66666666667,2,2,7649,4324,4,1,4785.25,2721.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB203",22,2,764.882352941176,624.5,17,1,3412.17647058824,2283,15,9,4235.73333333333,4146.77777777778,4,3,9641,7035.33333333333,3,2,11040.3333333333,4239.33333333333,7,5,3981.57142857143,6189,10,5841.6,8592.6,60,53,7,TRUE,1111.64150943396,1101.2,42,41,1,18,12,6,1004.12195121951,NA,1479,1101.2,-474.878048780488
"BB204",17,7,973.5625,428.5,3,15,2292.66666666667,2070.2,14,10,2796.14285714286,3040.3,1,1,6004,1971.66666666667,0,0,NA,1327,2,1,2409,1241.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB205",24,0,830.764705882353,NA,14,4,2639,3968.5,16,8,2034.8125,2333.875,2,1,4890.5,2572.33333333333,2,2,4249.5,1903.66666666667,9,8,3943.88888888889,5300.33333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BB206",24,0,998.176470588235,NA,9,9,3579,3187,18,6,2033.22222222222,2298.16666666667,6,4,4769.5,1798.66666666667,1,1,4428,3027,8,7,3481.25,3248.66666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
